shop_name,biko,address,homepage_address,google_map_url,tel
ペッパーランチ イオンタウン釜石店,,〒026-0011 岩手県釜石市港町２丁目１−１ イオンタウン釜石,http://www.pepperlunch.com/,https://maps.google.com/?cid=16140213984503959631,+81 193-55-6992
かっぱ寿司 釜石店,,〒026-0034 岩手県釜石市中妻町２丁目１−２,https://www.kappasushi.jp/,https://maps.google.com/?cid=11098518345132011442,+81 193-21-5166
まるまつ 釜石店,,〒026-0034 岩手県釜石市中妻町３丁目１−１１,http://www.re-marumatu.co.jp/marumatsu/choushoku.html,https://maps.google.com/?cid=7076881386880639002,+81 193-25-1177
牛牛,,日本、〒026-0021 岩手県釜石市只越町１丁目１,,https://maps.google.com/?cid=6983534850862191768,+81 193-22-2836
よしよし釜石,,〒026-0024 岩手県釜石市大町１丁目３−８,,https://maps.google.com/?cid=16560288303242388233,+81 193-38-0466
モスバーガー イオンタウン釜石店,,〒026-0011 岩手県釜石市港町２丁目１−１,https://ssl.mos.jp/shop/detail/08037/,https://maps.google.com/?cid=4267814013176108892,+81 193-31-1770
ミスタードーナツイオンタウン釜石ショップ,,〒026-0011 岩手県釜石市港町２丁目１−１,https://www.misterdonut.jp/,https://maps.google.com/?cid=13806181660129679806,+81 193-22-1070
カフェ＆バル・ルポゼ,,〒022-0006 岩手県大船渡市立根町岩脇４−６,,https://maps.google.com/?cid=9729871139866649740,+81 192-26-7488
THE BURGER HEARTS,https://retty.me/area/PRE03/ARE363/SUB25703/100000874098/menu/,〒022-0003 岩手県大船渡市盛町町１０−１０,,https://maps.google.com/?cid=5230538465230172685,+81 192-27-5136
Bobbers,,〒022-0002 岩手県大船渡市大船渡町茶屋前４５−１,https://ofunato.jp/Summary/info/382,https://maps.google.com/?cid=7157196453502894842,+81 192-27-3155
Noi Mare,テイクアウトメニュー（ピザ）についてhttps://www.facebook.com/Osteria-Noi-Mare-%E3%83%8E%E3%82%A4%E3%83%9E%E3%83%BC%E3%83%AC-Pizza-Pasta-737514199636588/,〒022-0002 岩手県大船渡市大船渡町茶屋前 茶屋 前 3-2 キャッ セン フード ビレッジ,https://www.facebook.com/Osteria-Noi-Mare-%E3%83%8E%E3%82%A4%E3%83%9E%E3%83%BC%E3%83%AC-Pizza-Pasta-737514199636588/,https://maps.google.com/?cid=1817791320893253753,+81 192-47-4715
海鮮壱番,,〒022-0002 岩手県大船渡市大船渡町赤沢１０−４,http://goishi.co.jp/ichiban.html,https://maps.google.com/?cid=11042861669492880064,+81 120-266-275
モスバーガー 大船渡店,,〒022-0006 岩手県大船渡市立根町岩脇１７−４,https://ssl.mos.jp/shop/detail/08093,https://maps.google.com/?cid=18336214277474359784,+81 192-21-2323
すき家 大船渡赤崎店,,〒022-0007 岩手県大船渡市赤崎町諏訪前３８−５,http://maps.sukiya.jp/p/zen004/dtl/ID0102046/,https://maps.google.com/?cid=894694522899367866,+81 120-498-007
吉野家×はなまるうどん 大船渡店,,〒022-0002 岩手県大船渡市大船渡町野々田２２−３,https://stores.yoshinoya.com/hnmr_046748,https://maps.google.com/?cid=8935280169915212556,+81 192-22-9922
ジェイ・ピザクラブ 大船渡店,,〒022-0002 岩手県大船渡市大船渡町明神前１０−４,,https://maps.google.com/?cid=10157261038572456416,+81 192-25-1815
Cafe de Curry KOJIKA,,〒022-0002 岩手県大船渡市大船渡町野々田２３−１,https://www.instagram.com/cafedecurrykojika/,https://maps.google.com/?cid=17085444396474304290,+81 192-47-4777
Hy's Cafe ハイズカフェ,,〒022-0002 岩手県大船渡市大船渡町野々田,,https://maps.google.com/?cid=4178844258735079314,
三陸おさかな ファクトリー,,〒022-0002 岩手県大船渡市大船渡町野々田１０−３,http://sanriku-osakanafactory.com/,https://maps.google.com/?cid=3444726988465919767,+81 192-47-5309
オオフナトのケムリ,,〒022-0002 岩手県大船渡市大船渡町茶屋前３−２,https://m.facebook.com/OFUNATONOKEMURI/,https://maps.google.com/?cid=17649409059775099833,+81 192-22-7772
貝だしラーメン黒船Second,,〒022-0002 岩手県大船渡市大船渡町茶屋前３−２−２１４０,,https://maps.google.com/?cid=4606348504257783821,+81 192-47-5665
キャッセン 大船渡,,〒022-0002 岩手県大船渡市大船渡町野々田１０−３,http://kyassen.co.jp/,https://maps.google.com/?cid=17287112904246895507,+81 192-22-7910
KESEN ROCK FREAKS,,〒022-0002 岩手県大船渡市大船渡町茶屋前3−２−２４１０,http://go-freaks.com/,https://maps.google.com/?cid=9584731108953110206,+81 192-47-5009
おいもの日,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/posts/3105205773091589,〒029-2205 岩手県陸前高田市高田町荒町33,https://www.instagram.com/oimono_hi,https://maps.google.com/?cid=5411308902354044810,
東京屋カフェ,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/photos/a.2277713179174190/3097990913813075,〒029-2203 岩手県陸前高田市高田町馬場前121ｰ1,https://www.tokyoyarope.jp/,https://maps.google.com/?cid=8414682286516835391,+81 192-54-4545
中華食堂 熊谷,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/posts/3099053507040149,〒029-2205 岩手県陸前高田市高田町馬場前７３ まちなかテラス内,,https://maps.google.com/?cid=9777679836945897768,
和笑輪,お弁当屋さん。,〒029-2205 岩手県陸前高田市高田町鳴石５１−１３２,,https://maps.google.com/?cid=11726642964250198377,+81 192-54-3883
カフェフードバーわいわい,参照：店舗FACEBOOKhttps://www.facebook.com/kafehudobawaiwai/posts/1529058873936601,〒029-2205 岩手県陸前高田市高田町大隅９３−１,http://waiwai-takata.com/,https://maps.google.com/?cid=8190977498981565115,+81 192-47-4290
和食味彩,,〒029-2205 岩手県陸前高田市高田町荒町42,,https://maps.google.com/?cid=10213623095420474222,+81 192-47-4665
居酒屋 膳 陸前高田店,,〒029-2205 岩手県陸前高田市高田町字館の沖１,http://abassetakata.jp/floor/zen,https://maps.google.com/?cid=4307887362158525328,+81 192-22-7021
熊谷珈琲店,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/posts/3100256276919872,〒029-2205 岩手県陸前高田市高田町馬場前７２ 5,http://kumagai-koffee.jp/,https://maps.google.com/?cid=8856983145423723237,+81 90-7664-6271
PECHKA Cafe & Library,おもにコーヒーなどの飲み物。,〒029-2205 岩手県陸前高田市高田町鳴石５１−１６８,https://www.life-with-pechka.com/,https://maps.google.com/?cid=6861065916032688009,+81 192-22-7162
公友館俺っ家,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/posts/3098900887055411※4/17変更あり,〒029-2205 岩手県陸前高田市高田町大町５４－１,http://ww4.et.tiki.ne.jp/~orecchi-fm/mise1.htm,https://maps.google.com/?cid=11604972018471636119,+81 192-22-7705
鶴亀鮨,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/posts/3097880893824077,〒029-2205 岩手県陸前高田市高田町大町,http://mirai-shotengai.jp/shop/tsurukame.html,https://maps.google.com/?cid=2059472212824120114,+81 192-54-2998
カレーとてづくりおやつ フライパン,詳細は公式サイトニュースページにてhttp://fryingpan.jp/news/,〒029-2206 岩手県陸前高田市米崎町樋の口６３−２,http://fryingpan.jp/,https://maps.google.com/?cid=13613535318858178410,+81 192-55-3358
焼肉 のろし,参照：VISIT TAKATAのFACEBOOK投稿https://www.facebook.com/visit.takata/photos/a.171764173501259/520978685246471/,〒029-2206 岩手県陸前高田市米崎町松峰４９−１,,https://maps.google.com/?cid=18046033104593816248,+81 192-47-5529
みつわ飯店,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/posts/3100055926939907,〒029-2205 岩手県陸前高田市高田町大町３,,https://maps.google.com/?cid=8769198355140793929,+81 192-55-3033
四海楼,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/posts/3101095206835979,〒029-2205 岩手県陸前高田市高田町館の沖,,https://maps.google.com/?cid=5287366318049780964,+81 192-55-6525
かき小屋広田湾,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/photos/a.2277713179174190/3100958080183025,〒029-2205 岩手県陸前高田市高田町馬場前,http://www.hirotawan.com/,https://maps.google.com/?cid=16841644100256900207,+81 90-8784-2114
食堂カフェ仙華園×クレープ仙華園,クレープ以外も？　情報求む！,〒029-2206 岩手県陸前高田市米崎町川向７−３,https://hitosara.com/0006061223/?cid=gm_hp,https://maps.google.com/?cid=8371316534242854163,+81 50-5263-6360
カフェ ミュー,参考：交流施設ほんまるの家FACEBOOK投稿https://www.facebook.com/honmarunoie/posts/3105133766432123,〒029-2205 岩手県陸前高田市高田町森の前４７５,,https://maps.google.com/?cid=9471002601468696742,+81 192-55-6888
